,body,label
1296,"On full charge, the Smartphone runs 2 day on average usage and camera is also good for budget segment phones. It also has face unlock but not having fingerprint sensor",1
1298,The product is amazing and it is quite well too. There's just a problem with the camera that its already zoomed too much.Other way its just fine.,1
1299,I have received a defective mobile...It shuts down automatically every now and then.. Ordered for a replacement..,0
1300,Product is just say ok not a wrong choice better then other brand,1
1302,Display flickers and irresponsive touches,0
1303,Gud phone among this middle class prize tag,0
1304,price good,1
1305,Redmi 9A...india ka smartphone.Xioami rocks...,0
1306,Worst process self purchased REDMI 9A ... problem persistenting........call end botton used to hide automatically .....then no option to finish call,-1
1307,It is not good because the Type C charger is given,-1
1308,Ok but need to implement,1
1310,Damaged product charging wont work all the time,0
1312,Amazon is sending China Origin product. While in description it written as India Origin.,0
1313,bad experience with the phonethe processor so slowphotos taken from camera is not so proper,-1
1314,Very good mobile in this price range,1
1315,Ordered for nature green color but what I got didn't look green at all. It appeared blue and that  gave a sub-standard feel of the phone.,0
1316,Phone is good but not better.,0
1317,Despite having 3gb ram the phone functions a little slow. You can clearly see the lag in screen while scrolling even without installing any outside app.,0
1318,It’s good in general,1
1319,Everything good,1
1325,Nyc product,0
1326,Camera is very disappointing. This phone has 13MP rear camera but when u use this its like 2MP Camera. Rest is good  but when u take any picture u fine yourself cheated.,0
1327,"Phone is slow compared to others phones at this price point, expected more from MI but it disappointed me",0
1329,Good condition,1
1331,Good phone in this range,1
1332,"Redmi 9A is a good product,its performance is awesome and it's not so expensiveI like this product",1
1333,I love thiss product. Especially amazon great delivery and i love amazon for shopping. Thanks amazon to come in our life.,1
1334,Very good,1
1335,The size and colour suit for me,0
1336,The phone was ok for 15+ days then the lower part of the screen looks like mesh.Hope this does not happen to anyone else.,1
1337,Good redmi mobile,1
1338,"The media could not be loaded.
                



 Decent Smartphone value for  money💸💸",0
1339,xiaomi mobile are so awsome its very awsome mobile in budget love xiaomi,1
1340,Good quality products,1
1341,Good phone..👍👍,1
1342,Over all good product in low budget phone,1
1343,Nice Mobile Phone... functional are good. But this is made by china.,1
1344,"Good battery and has basic performance capabilities. Suitable for whatsapp, calling type of use",1
1345,Prompt delivery worth for money,1
1346,A the price range it offers good features and fulfills all the expectations.,1
1347,Nyc,0
1349,Good mobile phone and budget friendly too..,1
1350,It is good,1
1351,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.


 Battery life super and camera quality nice",0
1352,"Product is good overall. But camera quality is a joke. And I hope they remove the bloatware of miui, and add a fingerprint sensor",1
1353,So good,1
1354,Excellent,1
1355,It was an excellent mobile  we all just loved it I live in joint family &my uncle  aunt aslo said to order it was very good mobile,1
1356,Very nice phone,1
1357,Good for light and daily use not for heavy gaming or extreme use,0
1359,Bought it for my mother..she is loving it.. screen size is good feature and 32 gb rom is sufficient for people those who  dont have mobilemenia,1
1360,GOOD BUT SLOW,0
1361,A very good phone with almost every feature for normal person very good battery camera quality is descent and face lock is little slow but very good package surely recommend,1
1362,Phone is good for that range...only finger print senser should be there,1
1363,Good buy,1
1364,"Over all very nice fone and recieved in time, in good condition. Green signal from my side.",1
1365,"I bought 2 of this is good phone and value for money, loving it.",1
1366,Broken piece received. Quality is not adequate. Disappointed with the purchase,-1
1367,Very worst phone . Don't but it . Go for some other choice . . Battery drains.  And heating issue ..,-1
1368,Poor product from MI. Not worthy.,-1
1369,"Add a written reviewYou could mention fingerprint reader, battery life or camera quality",0
1370,Varry nice phone worth for money,1
1371,Separate warrenty card not found in the box.User guide available.Pleaese suggest. User guide is the warrenty card??,0
1372,It's just like a dumbdildo.. Hanging many times,1
1373,"display-3/5camera- 3/5battery-3/5video quality-2/5redmi phone is ok, but  samsung is better.",1
1374,Very nice phone I want 5/6 pec more phone for my family members 🤩 love Amazon great platform and great products,1
1375,Awesome,1
1376,That's item is do good performance but not do superb use after 7 days the device heat and perform very slow,1
1377,It's  made in China. But in website it is mentioned as make in India.,0
1378,"For basic used, this is nice products.",1
1379,Iam bought this redmi 7a but mobile was not new this mobile speaker not at all working,0
1380,worst phone to buy. even for parents who does not use that much. . REQUEST TO AMAZON TO REFUND MY MONEY SO THAT I CAN BUY ANOTHER MOBILE.,-1
1381,Worth for money 💰 suppperb product by miMust buy,1
1382,"Very nice phone, really love Amazon for fast delivery and superb phone",1
1383,"The battery backup is really good, the Camera lens is amazing, I  like fingerprint lock style.",1
1384,Value for money. Purchased to donate to school children for online study,0
1385,मोबाइल की बैटरी लाइफ बहुत अच्छा है और मोबाइल कम दाम में बहुत बढ़िया है मोबाइल मस्त है 👍👍👍👍🙏🙏🙏🙏 धन्यवाद अमेजॉन,0
1386,Amazing product,1
1387,Poor quality comparison to Samsung,-1
